pubdate,aid,arcurl,title,play,review,favorites,danmaku,like,duration_minutes
2023-04-14,782435113,http://www.bilibili.com/video/av782435113,佩奇：你是ikun还是小黑子 说不说！,688318,95,4795,1364,12386,2.77
2023-04-14,269997097,http://www.bilibili.com/video/av269997097,我的世界：一心大冒险1，只能有一颗心，走路都能摔死,1159638,241,14123,1895,25771,12.17
2023-04-14,484892823,http://www.bilibili.com/video/av484892823,《悟坤》 -《中国好歌曲第2.5季》 两款iku专属进度条 两分半重置版 求别再举报了！,3681220,4106,71615,3237,234384,2.52
2023-04-14,439877546,http://www.bilibili.com/video/av439877546,手机版我的世界网易免费模组合集生存联机变形优质枪械坤坤骑士！,1780257,69,146769,396,24869,2.82
2023-04-15,439975995,http://www.bilibili.com/video/av439975995,【互动】夺命尸坤：轮回,687026,669,19081,2295,40665,14.27
2023-04-15,397591319,http://www.bilibili.com/video/av397591319,坤坤，我要你喊我保国的名字,1608107,1025,7975,1639,53449,1.7
2023-04-15,527587161,http://www.bilibili.com/video/av527587161,生活不易，ikun卖艺#ikun飞饼,2303281,1644,18932,753,221263,0.47
2023-04-16,782558829,http://www.bilibili.com/video/av782558829,𝙃𝘼𝙋𝙋𝙔 鸡,1421868,1035,33587,1303,76379,1.62
2023-04-16,655103626,http://www.bilibili.com/video/av655103626,⚡旋 转 梅 狸 猫⚡,444418,110,5545,249,12198,0.38
2023-04-16,782611517,http://www.bilibili.com/video/av782611517,小鬼用格力空调，支持家电下乡，泰裤啦！,1197382,821,2012,253,16852,0.32
2023-04-16,312505989,http://www.bilibili.com/video/av312505989,❤不是因为鸡寞才想你❤,1357389,1982,24826,1514,91120,2.48
2023-04-17,400034603,http://www.bilibili.com/video/av400034603,已经是合格的小只因了,7952316,2227,72150,2929,382729,0.35
2023-04-17,782607413,http://www.bilibili.com/video/av782607413,蔡徐坤篮球梗好不容易过去，他又拍了这个,2789309,5869,7150,4113,80581,1.02
2023-04-17,227526161,http://www.bilibili.com/video/av227526161,当真ikun玩成语接龙接到ji,431055,278,647,180,22462,0.43
2023-04-17,400026407,http://www.bilibili.com/video/av400026407,七十二变…给我变回去啊喂！,1161202,740,9784,176,51638,0.3
2023-04-18,355211316,http://www.bilibili.com/video/av355211316,满记奇葩搞笑视频，坤坤是奥特曼本曼,676271,3,37406,0,1835,2.52
2023-04-18,952746499,http://www.bilibili.com/video/av952746499,《只因你太美》BBOX+吉他,1927392,2035,56366,1979,226809,2.82
2023-04-18,397653134,http://www.bilibili.com/video/av397653134,坤国崛起4：统治,615459,410,10117,1328,42846,6.7
2023-04-19,570159542,http://www.bilibili.com/video/av570159542,科普，激铌钛镁在铋锂铋锂上轨触的研究,685709,140,60126,123,38121,1.12
2023-04-19,655171140,http://www.bilibili.com/video/av655171140,少 林 足 球（高能版）,785557,1222,19585,2879,75913,14.23
2023-04-19,355189021,http://www.bilibili.com/video/av355189021,我的世界：逃离北大25，北大竟然偷偷养了两只小黑子,942357,6,5978,24,654,3.65
2023-04-19,782669874,http://www.bilibili.com/video/av782669874,本来挺喜欢尘歌壶的,742879,560,10141,197,61310,0.72
2023-04-19,740148895,http://www.bilibili.com/video/av740148895,【小黑子抽象课55】连这影子也要黑我家鸽鸽,491373,330,24469,332,39906,1.85
2023-04-19,227745443,http://www.bilibili.com/video/av227745443,坤救,1092503,1713,16949,1974,104961,4.98
2023-04-19,612637053,http://www.bilibili.com/video/av612637053,🐔 限 国 度,697721,418,19722,355,42842,1.78
2023-04-20,570206569,http://www.bilibili.com/video/av570206569,当你把台球练到极致 7.0,11246361,3070,77914,13310,944847,1.07
2023-04-20,782729413,http://www.bilibili.com/video/av782729413,这才是猛男该看的,466674,416,2874,143,25325,0.63
2023-04-20,570223145,http://www.bilibili.com/video/av570223145,《对接の小曲4.0》(官方）,501829,307,10907,413,47810,1.85
2023-04-20,570149645,http://www.bilibili.com/video/av570149645,科幻片女友，竟然是小黑子,2120369,366,29841,211,22106,2.05
2023-04-20,995162436,http://www.bilibili.com/video/av995162436,厚米们想方设法搞垮狂魔哥！,438426,236,2342,439,16418,2.03
2023-04-20,312742660,http://www.bilibili.com/video/av312742660,离大谱！蔡徐坤一夜间没了！？深夜巨瓜、已和四字女星隐婚，恭喜！！嫂子身份彻底被扒出，这身材谁能不爱？,772103,1450,680,475,7097,1.68
2023-04-21,312771653,http://www.bilibili.com/video/av312771653,⚡️一 只 螃 蟹 八 呀 八 只 jio⚡️,1909456,1760,34026,710,209194,0.95
2023-04-21,995340385,http://www.bilibili.com/video/av995340385,故 意 找 茬,2558114,2015,31707,1926,156774,1.2
2023-04-21,397791371,http://www.bilibili.com/video/av397791371,&quot;再来一场属于鬼畜的史诗级盛宴！&quot;,2460306,2027,75255,5516,243468,4.35
2023-04-21,612827146,http://www.bilibili.com/video/av612827146,科普，酯铟铌钛镁与激铌钛镁的区别,1559911,2136,32713,1076,133614,0.88
2023-04-21,527634704,http://www.bilibili.com/video/av527634704,坤  坤  直  面  过  去,3421550,2518,68292,3183,285050,2.05
2023-04-21,312873374,http://www.bilibili.com/video/av312873374,源子哥再带我们冲一次吧,3903511,3558,19761,1039,135598,0.78
2023-04-21,397846841,http://www.bilibili.com/video/av397846841,[我是爱坤-第一季59] ：道歉？不存在的！这位又夹馍大爷，他又来了！鸡你太美！暗藏玄鸡！蔡徐坤ikun 坤坤！爱坤坤冲冲冲,632850,164,2333,197,33281,1.3
2023-04-21,570374247,http://www.bilibili.com/video/av570374247,oiiaioooooiai，但是🐔,2962141,1760,106827,5089,202542,1.3
2023-04-21,485281998,http://www.bilibili.com/video/av485281998,当代最具影响力的三位艺术家,1992922,2475,10136,6273,54004,3.1
2023-04-22,570277651,http://www.bilibili.com/video/av570277651,我在附近圈了一块地，专门用来圈养小黑子,507594,111,6174,434,11866,4.15
2023-04-22,655322216,http://www.bilibili.com/video/av655322216,在巅峰赛遇到坤坤是什么体验,3341961,8,8963,7,923,2.3
2023-04-22,400161214,http://www.bilibili.com/video/av400161214,“𝑩𝒆 𝒂 𝑲𝑼𝑵，不再平庸”,664612,595,28202,1349,52443,1.92
2023-04-22,867786280,http://www.bilibili.com/video/av867786280,为啥老外要把比亚迪后面的字母给扣了,1587170,1403,894,558,36373,0.5
2023-04-22,697807441,http://www.bilibili.com/video/av697807441,【国际坤】全新坤曲《蔡家坡2023》，全网首发,1629501,2690,19327,1583,87871,3.07
2023-04-23,570351376,http://www.bilibili.com/video/av570351376,[漫展随机宅舞]从群魔乱舞到一瞬间达成同步的小黑子们,424734,311,2698,423,17303,0.97
2023-04-23,485305050,http://www.bilibili.com/video/av485305050,❤️我 推 的 鸡 子🐔,1449272,1973,44815,1147,110534,1.33
2023-04-23,270269779,http://www.bilibili.com/video/av270269779,蛋仔派对：凤凰蛋的晋级赛，居然偶遇了一只坤坤？,756869,2,3521,10,421,2.83
2023-04-24,740377132,http://www.bilibili.com/video/av740377132,“雪太痛了”是个啥？短短几天20亿播放，网友：让你模仿没让超越,3597111,1054,18862,2316,51843,2.58
2023-04-24,485416353,http://www.bilibili.com/video/av485416353,两 小 儿 辩 美 酷,1187751,859,27767,847,87155,1.1
2023-04-24,397840653,http://www.bilibili.com/video/av397840653,⚡️哈哈哈，鬼笑喷了⚡️,2223276,1169,12787,820,79317,1.47
2023-04-25,612896738,http://www.bilibili.com/video/av612896738,超人强  老大驾到原视频,501183,157,9884,648,15867,1.32
2023-04-25,227879530,http://www.bilibili.com/video/av227879530,会水遁的我爱罗真是泰裤辣！！！,3206722,1181,24229,845,150417,0.72
2023-04-25,952941535,http://www.bilibili.com/video/av952941535,《鸡 Distance》,3264424,1256,57466,1560,167874,1.53
2023-04-25,270468221,http://www.bilibili.com/video/av270468221,不小心碰到朋友只因,649565,915,5363,209,56937,0.65
2023-04-25,910405906,http://www.bilibili.com/video/av910405906,⚡️可是鸡~就像被电🐔鸡Distance,575249,350,16492,689,51039,1.43
2023-04-25,570425726,http://www.bilibili.com/video/av570425726,车展偶遇周姐，本人比电视里还要漂亮,1371877,1655,3233,504,24191,0.3
2023-04-25,782951963,http://www.bilibili.com/video/av782951963,泰裤辣确实是现版本之子，但比起那位故人还是稍逊一筹！,2714899,1328,30110,2147,113091,1.88
2023-04-25,825374697,http://www.bilibili.com/video/av825374697,男子长得太像坤坤，连坤坤本人看了都得楞几秒，竟被网暴两年半。,975732,338,3456,265,26866,1.05
2023-04-25,740453533,http://www.bilibili.com/video/av740453533,鬼 泰 哭 辣,2071347,1148,6975,698,54915,1.38
2023-04-26,570375054,http://www.bilibili.com/video/av570375054,拜托！ 5年了！小黑子们不要再黑蔡徐坤了好吗！ ！ ！,1434769,1080,37501,2997,47588,7.4
2023-04-27,782915884,http://www.bilibili.com/video/av782915884,因骂“鸡你太美”全网掉粉4000万，这个梗被批，为什么会让这么多人愤怒？【热梗深挖系列02】,2199202,8302,41906,9582,198526,9.65
2023-04-27,227983634,http://www.bilibili.com/video/av227983634,[一时上山的人 怎敢想挑战永恒的神？],3232291,696,133826,1683,103336,1.83
2023-04-28,953034553,http://www.bilibili.com/video/av953034553,背过身去的那一刻，他成为了一中的神。,1766830,1897,10934,843,123955,0.47
2023-04-28,313115659,http://www.bilibili.com/video/av313115659,福    建    鸡,560197,2420,12871,1387,40815,1.72
2023-04-28,783002257,http://www.bilibili.com/video/av783002257,开庭带上你的鹦鹉,502411,590,3324,207,21361,3.65
2023-04-28,570517193,http://www.bilibili.com/video/av570517193,当你把 蔡徐坤 给AI画三月七会发生什么？,452040,1528,4084,221,35852,1.42
2023-04-28,655601698,http://www.bilibili.com/video/av655601698,大哥也是个人才,736461,390,680,82,16168,0.3
2023-04-28,313106897,http://www.bilibili.com/video/av313106897,当代中学生精神状态🙏,951497,1682,43919,1088,152078,1.3
2023-04-28,400509117,http://www.bilibili.com/video/av400509117,只 因 你 泰 裤,1742245,856,9891,1407,86635,1.92
2023-04-28,698020485,http://www.bilibili.com/video/av698020485,《套鸡杆》-乌兰坤娅  2分半IKUN至臻纯享版,2067179,2075,20015,2214,113867,2.52
2023-04-28,868019749,http://www.bilibili.com/video/av868019749,机场偶遇周姐，周姐人气就是高啊,598054,233,725,85,3380,0.25
2023-04-28,570502692,http://www.bilibili.com/video/av570502692,坤 坤 大 战 洪 金 宝宝,1330827,1140,10392,1693,49406,1.85
2023-04-29,740512559,http://www.bilibili.com/video/av740512559,王琳凯最新节目怒怼专家评委：我能在舞台上玩，你能吗？泰裤辣~,476300,1511,1760,1545,9403,2.3
2023-04-29,740539557,http://www.bilibili.com/video/av740539557,“再来一场鬼畜的狂欢”,3490188,3453,109008,5119,408241,2.45
2023-04-29,825613607,http://www.bilibili.com/video/av825613607,劳斯莱坤,448596,373,1512,64,18918,0.17
2023-04-29,398062994,http://www.bilibili.com/video/av398062994,偶像练习生自我介绍多搞笑？全员卧龙凤雏，蔡徐坤才是正常的！,3448652,424,113210,1386,24013,3.05
2023-04-29,613050641,http://www.bilibili.com/video/av613050641,王琳凯怒怼评委完整版：你厉害，我给你大拇哥。评委：你这就是抬杠,1463935,3439,5225,6071,24494,4.43
2023-04-29,313037070,http://www.bilibili.com/video/av313037070,坤坤和云南小伙配合通关,713241,0,241,0,102,1.33
2023-04-29,398056048,http://www.bilibili.com/video/av398056048,⚡️“ 诸 神 黄 昏 ”⚡️,1780971,3268,44597,2240,199744,3.1
2023-04-29,485580179,http://www.bilibili.com/video/av485580179,当电子鸡瘟病毒感染世界...,1314978,1608,29436,942,65031,2.95
2023-04-30,400612503,http://www.bilibili.com/video/av400612503,经久不衰！一个视频带你看完《鸡你太美》发展史！,2675219,347,42474,1323,76205,11.5
2023-04-30,485553301,http://www.bilibili.com/video/av485553301,琛总5A整活！历史最炸！竖屏全程版,968296,886,6811,743,85268,3.4
2023-04-30,355522056,http://www.bilibili.com/video/av355522056,泰 裤 鸡 克 号,2189714,2125,34345,2828,123207,2.72
2023-04-30,655531301,http://www.bilibili.com/video/av655531301,iukn坤全体起立,853008,3,7477,6,572,1.1
2023-04-30,698079605,http://www.bilibili.com/video/av698079605,《 鸡 哥 天 下 第 一 》,11699030,13847,494408,9816,1206350,2.22
2023-04-30,655575275,http://www.bilibili.com/video/av655575275,《 人类救世主：只因侠 》,2492274,924,103569,2820,135768,3.85
2023-04-30,613038468,http://www.bilibili.com/video/av613038468,可爱捏~happy猫玩具来了！真的泰裤辣！,3828334,1937,83164,3224,354690,0.78
2023-04-30,995579383,http://www.bilibili.com/video/av995579383,点进来之前没想过可以那么好笑,1056768,994,23344,1423,82672,1.8
2023-04-30,443085652,http://www.bilibili.com/video/av443085652,【アイドル】我 推 的 元 首,910914,726,31356,1324,70135,1.45
2023-04-30,910619289,http://www.bilibili.com/video/av910619289,香港的小学生和内地小学生有什么区别？,1365440,4031,9004,1962,26524,1.45
2023-05-01,313203488,http://www.bilibili.com/video/av313203488,《Flower+ikun+野花香》,924527,780,6019,362,115326,1.63
2023-05-01,613205343,http://www.bilibili.com/video/av613205343,我 爸 就 是 小 黑 子,520114,133,4703,352,13277,1.27
2023-05-01,698199953,http://www.bilibili.com/video/av698199953,汤阴半马终点（小黑子应声倒地）,597352,366,147,36,8568,0.3
2023-05-01,528240541,http://www.bilibili.com/video/av528240541,他们说，现在是新四大天王的天下了……,1501325,1778,12687,681,195187,0.47
2023-05-01,270746569,http://www.bilibili.com/video/av270746569,撒旦：加辈！,898486,207,11498,315,117826,1.6
2023-05-01,443188287,http://www.bilibili.com/video/av443188287,这里是漫展，不是你们小黑子的鸡窝，谢谢,886580,717,770,58,13838,0.27
2023-05-01,270661178,http://www.bilibili.com/video/av270661178,兄弟们，我居然买到了坤坤手机,597521,75,7817,48,1872,2.1
2023-05-01,313159524,http://www.bilibili.com/video/av313159524,你们这群人食不食油饼哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1089270,1006,13113,1460,65924,2.98
2023-05-01,868097774,http://www.bilibili.com/video/av868097774,“小时候请老师放音乐，长大后music”,1024903,593,9602,305,80017,0.33
2023-05-01,825731448,http://www.bilibili.com/video/av825731448,【定格动画】用十种方式还原蔡徐坤打篮球！,2668010,939,97593,1088,272577,1.15
2023-05-02,400642128,http://www.bilibili.com/video/av400642128,西瓜条与坤坤蛙的史诗级会晤,2532712,440,6549,340,45913,1.15
2023-05-02,355701129,http://www.bilibili.com/video/av355701129,我去,2315960,1953,48053,1614,171583,2.0
2023-05-02,910731890,http://www.bilibili.com/video/av910731890,你们这帮人食不食油饼啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,4593902,2563,74730,2158,437782,2.8
2023-05-02,398183622,http://www.bilibili.com/video/av398183622,哑巴新娘，长得这么好看，初吻一定还在吧,768473,459,1438,166,6056,0.4
2023-05-02,953049944,http://www.bilibili.com/video/av953049944,【vrchat】第一视角看橙留香变身,614497,267,3387,202,47635,1.07
2023-05-03,953246654,http://www.bilibili.com/video/av953246654,第一次逛同人展有点社恐，用铁山靠集个邮吧～,1513983,1464,10872,1046,127609,1.4
2023-05-03,783167408,http://www.bilibili.com/video/av783167408,🐔八 只 因 大 狂 风🍃,1903068,2402,49987,1762,109794,2.27
2023-05-03,613168571,http://www.bilibili.com/video/av613168571,劳斯莱斯小黑子？但通过涉水路面的时候是真的稳,525895,190,1649,208,10392,1.05
2023-05-04,783251757,http://www.bilibili.com/video/av783251757,喜欢坤坤和尖叫鸡的都沉默了？百元3箱的离谱手办一起来拆！【千万不要玩】,667824,26,11335,119,1910,3.22
2023-05-04,868313500,http://www.bilibili.com/video/av868313500,众所周知，黄晓明只要不是演霸总，演技就真的很不错，很nice（＾ω＾）,630642,131,511,24,14272,0.57
2023-05-04,398244630,http://www.bilibili.com/video/av398244630,漫展上的几大顶尖势力,1839810,1006,6685,1094,60781,2.18
2023-05-04,443337182,http://www.bilibili.com/video/av443337182,琛总开团现场，整个晋西北都跟闪了！,3027696,2730,35292,2020,167363,2.42
2023-05-05,270798023,http://www.bilibili.com/video/av270798023,【mugen】蔡徐坤人物包制成+AI公开，已经1000%了（确信）,750495,943,12692,660,55003,3.67
2023-05-05,398368722,http://www.bilibili.com/video/av398368722,[我是爱坤-第一季72] ：震惊！肉夹馍大爷自曝不是黑子，黑子们打洗他！鸡你太美！暗藏玄鸡！蔡徐坤ikun 坤坤！爱坤坤冲冲冲,861231,129,3053,145,54396,0.65
2023-05-05,655776678,http://www.bilibili.com/video/av655776678,我能站在这里玩，坤坤你能吗,1797547,2621,23059,1452,147008,1.4
2023-05-05,995812157,http://www.bilibili.com/video/av995812157,评委梁源说王琳凯的《爱如火》只能得30分，小鬼都不敢说话了,639770,800,672,489,4934,1.65
2023-05-05,740750993,http://www.bilibili.com/video/av740750993,只因哥告诉你三分线灌篮算三分,1054473,728,5866,1128,42206,1.35
2023-05-05,398352728,http://www.bilibili.com/video/av398352728,无所谓 死侍会在漫展出丑,1251660,2879,17938,492,141579,0.32
2023-05-06,825776159,http://www.bilibili.com/video/av825776159,漫展上的几大顶尖势力 2.0,464702,374,2848,480,14208,2.63
2023-05-06,270851916,http://www.bilibili.com/video/av270851916,当蔡徐坤在NBA的能力值为999999时会发生什么？？？？,2384992,1481,16243,3973,69997,3.97
2023-05-07,825753611,http://www.bilibili.com/video/av825753611,我竟然抽到了小黑子盲盒？,710269,11,1544,10,205,1.3
2023-05-07,953400583,http://www.bilibili.com/video/av953400583,【星穹铁道】第一梯队50级均衡四 纪念！,897674,2863,5531,1275,81212,0.6
2023-05-07,995977138,http://www.bilibili.com/video/av995977138,鸡函数,2734163,5033,60959,10360,216617,4.4
2023-05-07,270774320,http://www.bilibili.com/video/av270774320,如何让害怕区一姐感到恐惧，让纯路人直呼泰裤,1650400,1013,6369,1305,91275,2.52
2023-05-08,228384020,http://www.bilibili.com/video/av228384020,开庭带上你的小呆呆,593061,227,16438,440,38494,1.47
2023-05-08,783386213,http://www.bilibili.com/video/av783386213,现在年轻人为啥热衷于抽象文化？,1594654,1040,5810,743,53702,0.52
2023-05-08,868484127,http://www.bilibili.com/video/av868484127,王琳凯当评委时被选手怒怼到说不出话，自己怒怼评委却又被怼到哑口无言,496685,805,1506,2051,9090,3.73
2023-05-08,485939957,http://www.bilibili.com/video/av485939957,王琳凯狂犬病发作了，到处狂吠，吓哭吴宣仪,575491,1147,1920,1621,8156,3.02
2023-05-09,910904522,http://www.bilibili.com/video/av910904522,你的哑巴新娘好清纯呀，一定是没和男人接触过吧,1907190,787,4688,421,13729,0.25
2023-05-09,228440645,http://www.bilibili.com/video/av228440645,《最伟大的坤坤》-官方MV,824417,1168,23191,1163,97008,4.03
2023-05-09,400980217,http://www.bilibili.com/video/av400980217,【𝟒𝐊/𝟔𝟎𝐅𝐏𝐒】鲲鲲新语音“哇什么情况”“你看看”,492530,571,6228,788,22499,1.9
2023-05-09,825894850,http://www.bilibili.com/video/av825894850,我是鸡你太美炸鸡店的鲲老板，iKun们对不起我错了,2419496,1563,18512,650,255078,0.28
2023-05-09,995922326,http://www.bilibili.com/video/av995922326,本来挺喜欢拉克丝的…,1066043,337,3301,43,18057,0.2
2023-05-09,995889541,http://www.bilibili.com/video/av995889541,假如全球智商都变低“而你没变”,3804776,3,41426,13,4386,1.22
2023-05-09,228413784,http://www.bilibili.com/video/av228413784,第一次玩不太会,1639068,1045,28312,622,127104,2.28
2023-05-10,400886799,http://www.bilibili.com/video/av400886799,《我家哥哥露个面顶你一个月工资》,2658644,1504,6886,321,194952,0.18
2023-05-10,613423206,http://www.bilibili.com/video/av613423206,一切都要从一件衣服说起...,2059958,801,9435,508,82045,0.38
2023-05-10,228403971,http://www.bilibili.com/video/av228403971,盘点那些爆笑神评论第十八期,535233,377,706,222,14427,1.42
2023-05-10,655908322,http://www.bilibili.com/video/av655908322,王琳凯做引体向上，说自己能坚持很久。蔡徐坤：我不行了！我是一个病人，我生病了,969269,1596,1607,1479,15669,2.72
2023-05-10,528488193,http://www.bilibili.com/video/av528488193,只因大师仙逝,1670710,1021,28566,570,111270,0.4
2023-05-11,953429776,http://www.bilibili.com/video/av953429776,游戏里坤坤能卖多少钱？,1989316,256,26012,693,26125,6.18
2023-05-11,996085187,http://www.bilibili.com/video/av996085187,“可是雪啊，欺骗双眼”,3135419,941,66496,1151,210097,1.25
2023-05-11,398609877,http://www.bilibili.com/video/av398609877,雷电将军坐直升机逃离被绑在鸡脚上的猪猪侠 | Gmod,792221,13,6990,39,1201,1.7
2023-05-11,486040732,http://www.bilibili.com/video/av486040732,【王国之泪】任天堂也是小黑子,1006789,1207,5719,437,34671,0.57
2023-05-11,953528542,http://www.bilibili.com/video/av953528542,只因大师转世,668314,484,9394,343,50005,0.6
2023-05-11,398514029,http://www.bilibili.com/video/av398514029,【蔡徐坤】致力于健身减肥运动的男女互动,1668263,207,52715,147,50564,1.08
2023-05-12,868584098,http://www.bilibili.com/video/av868584098,末 代 皇 帝 私 访 鬼 畜 区,891908,535,12308,901,73426,1.73
2023-05-12,271066396,http://www.bilibili.com/video/av271066396,你干嘛级别！全世界都有小黑子笑死我了哈哈【不要笑挑战】,978782,324,26394,3570,36256,6.87
2023-05-12,911062841,http://www.bilibili.com/video/av911062841,本来很讨厌页游广告的…这下还想继续看,800179,267,2271,87,18468,0.5
2023-05-12,783604394,http://www.bilibili.com/video/av783604394,鬼畜区的神梗，永远不会被烂梗打败！,1270860,2012,36328,1725,81025,3.52
2023-05-12,228425564,http://www.bilibili.com/video/av228425564,不 用 下 载 ，点 🐔 即 玩！,2629573,2751,76760,4138,269276,11.75
2023-05-13,613302924,http://www.bilibili.com/video/av613302924,拜托！5年了！【鸡你太美】这个梗是真的好玩哈哈哈,499025,517,18153,938,21963,7.3
2023-05-13,996046050,http://www.bilibili.com/video/av996046050,新游戏：坤坤警戒,702756,790,14066,1734,59369,5.37
2023-05-13,486085927,http://www.bilibili.com/video/av486085927,全面战争模拟器：还原小黑子班班吉祥物，佐菲乌斯袭击城市！离谱,655105,12,2333,22,755,1.33
2023-05-13,656086809,http://www.bilibili.com/video/av656086809,《四  大  书  法》,2591416,2,32361,3,3387,1.22
2023-05-13,741075068,http://www.bilibili.com/video/av741075068,挪威的坤坤,6030265,5229,101416,4315,335894,2.33
2023-05-14,228613849,http://www.bilibili.com/video/av228613849,当蔡徐坤在NBA的弹跳能力值为9999999会发生什么？？？,802725,387,3101,991,14529,4.75
2023-05-14,953663345,http://www.bilibili.com/video/av953663345,汪苏泷冷静回应评委梁源的质疑，王琳凯淡定修剪自己的手指甲,515659,1452,515,2129,5629,6.73
2023-05-15,911138786,http://www.bilibili.com/video/av911138786,小黑子在蔡徐坤面前大喊“泰裤辣”，鸡哥都蚌埠住了，能不能换味撕烤一下,1027744,1847,4555,844,43433,2.05
2023-05-15,826225016,http://www.bilibili.com/video/av826225016,嘻嘻往前飞(坤坤版),1007776,1817,22698,925,83065,1.42
2023-05-15,528695050,http://www.bilibili.com/video/av528695050,国服拉克丝,1472486,1945,11158,952,76916,0.75
2023-05-16,613674539,http://www.bilibili.com/video/av613674539,满脑子都是紫米面包犹如汉堡 | Gmod,3117059,19,26144,41,2529,2.07
2023-05-17,698835617,http://www.bilibili.com/video/av698835617,【王国之泪】基于木头轮子的曲柄连杆机构的设计与实践,2318707,2777,24822,2443,162681,3.75
2023-05-17,868657330,http://www.bilibili.com/video/av868657330,当代女大学生的宠物,1260702,957,4344,179,25528,0.15
2023-05-17,741112487,http://www.bilibili.com/video/av741112487,你们这帮人食不食油饼啊哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,561626,496,2907,661,21373,3.4
2023-05-17,826129903,http://www.bilibili.com/video/av826129903,盗版王者太猖狂啦，居然敢偷老马的家？,1128678,105,11054,122,3503,2.62
2023-05-17,571272122,http://www.bilibili.com/video/av571272122,华晨宇和蔡徐坤都是国内顶级流量，有流量就会有黑粉，你是“降魔师”你黑粉，还是“爱坤”的小黑子？,533146,22,3581,12,975,3.2
2023-05-17,486252281,http://www.bilibili.com/video/av486252281,Doinb和小伞吐槽UZI，小伞：我往后退一步他就要红温了！！,420805,594,84,63,2221,1.02
2023-05-17,656346113,http://www.bilibili.com/video/av656346113,新坤坤醉酒,1082994,1284,16402,1477,70288,2.52
2023-05-17,656346223,http://www.bilibili.com/video/av656346223,史诗级数学发现: 坤之常数,1026906,928,11713,663,52712,3.28
2023-05-18,698857725,http://www.bilibili.com/video/av698857725,开局两个坤 坤盒子的武器的决定你厕所的数量,1254345,74,7659,153,3493,4.93
2023-05-18,486312265,http://www.bilibili.com/video/av486312265,用日语接缅甸打来的电话，差点笑窒息,775550,837,5588,172,23287,0.92
2023-05-18,528851554,http://www.bilibili.com/video/av528851554,王琳凯和丁真比赛射箭，二人均脱靶。蔡徐坤一击致命，厉不厉害你坤哥,1029635,2344,5172,3195,24333,6.52
2023-05-19,996349642,http://www.bilibili.com/video/av996349642,小黑子合集,420199,333,2423,313,43987,2.08
2023-05-19,486358358,http://www.bilibili.com/video/av486358358,摆摊创业 路人视角 坤坤手打茶,623449,667,7824,151,60760,0.15
2023-05-19,398830801,http://www.bilibili.com/video/av398830801,猛男必看神剧！坤坤只能当反派，舞法天女朵法拉！,3457939,69,46621,217,8156,10.67
2023-05-19,868759937,http://www.bilibili.com/video/av868759937,杰瑞：法庭上禁止说“可是雪啊，泰裤辣！！！！,2507170,1146,22993,3180,144833,8.4
2023-05-19,868771308,http://www.bilibili.com/video/av868771308,坤 坤 大 战 四 天 王,6274534,4696,102423,7638,352784,2.52
2023-05-19,783764244,http://www.bilibili.com/video/av783764244,《坤夸》现场演唱会，ikun专属！,3443318,3697,94313,5255,286657,3.88
2023-05-19,741267743,http://www.bilibili.com/video/av741267743,开庭时记得带上你的画！,1268653,1083,11251,1410,94485,8.62
2023-05-19,313840830,http://www.bilibili.com/video/av313840830,“放下背带，就无法保护你，拿起背带，就无法抱住你”,903575,963,23184,1304,64710,2.78
2023-05-19,656296418,http://www.bilibili.com/video/av656296418,蔡徐坤起诉啤酒品牌侵犯肖像权,916268,1941,1744,473,33183,0.25
2023-05-19,313752558,http://www.bilibili.com/video/av313752558,蛋仔派对：劳改蛋晋级赛偶遇坤坤！坤坤直接送我第一？,686076,3,2063,9,476,2.12
2023-05-19,401337475,http://www.bilibili.com/video/av401337475,蔡徐坤肖像权诉讼：两点半开庭，于25号法庭受理。,446260,1079,2113,402,14741,3.15
2023-05-20,486325732,http://www.bilibili.com/video/av486325732,没想到，小鬼竟然会唱雪！~,1648237,1834,16960,2443,106655,2.47
2023-05-20,656314742,http://www.bilibili.com/video/av656314742,总能让人意想不到的小嘿子！,1034632,48,12558,146,21645,1.2
2023-05-20,698802046,http://www.bilibili.com/video/av698802046,评委梁源透露：王琳凯差点要揍我。但其实她打不过我,419363,1424,1139,1480,8111,4.33
2023-05-20,613861714,http://www.bilibili.com/video/av613861714,童年没玩懂的4399小游戏，神秘结局竟涉及器官贩卖……,787533,396,5437,852,22680,10.25
2023-05-20,613821501,http://www.bilibili.com/video/av613821501,一脸懵逼,559204,239,14988,147,67612,0.22
2023-05-21,356356793,http://www.bilibili.com/video/av356356793,看整活还得是你们黑子！,899786,65,14932,262,29216,1.18
2023-05-21,953942550,http://www.bilibili.com/video/av953942550,坤坤告啤酒品牌“两点半开庭”是真的吗？,1267196,785,17789,258,58376,1.05
2023-05-21,398926683,http://www.bilibili.com/video/av398926683,只因勇士变形过程讲解,973036,1376,20038,1115,131018,1.33
2023-05-21,313959260,http://www.bilibili.com/video/av313959260,韩红：啥好事都让我遇上了,1173135,658,12708,843,67714,1.58
2023-05-21,356375258,http://www.bilibili.com/video/av356375258,迪克牛仔2002演唱会坤曲现场,482695,737,7156,871,32218,4.77
